dbtools.py[LINE:35]# ERROR    [2018-10-01 16:26:47,262]  DB creation error: (<class 'psycopg2.ProgrammingError'>, ProgrammingError('database "garage" already exists\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:11:42,711]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:11:42,711]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:11:44,379]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:11:44,385]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'4 серия\', \'2018\', \'\', \'29390...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:12:24,659]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:12:24,667]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'6 серия\', \'2018\', \'\', \'55500...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:12:39,908]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:12:39,908]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:12:45,346]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:12:45,353]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'4 серия\', \'2018\', \'\', \'23990...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:13:24,038]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:13:24,045]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'BMW\', \'6 серия\', \'2018\', \'\', \'39900...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:16:52,769]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:16:52,770]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:16:52,945]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:16:52,945]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:16:52,948]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:16:52,948]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:17:45,813]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:17:45,813]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:18:38,622]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:18:38,629]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Changan\', \'CS35\', \'2018\', \'\', \'80790...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:18:38,760]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:18:38,760]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:18:38,763]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:18:38,764]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:18:38,781]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:18:38,781]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:19:43,149]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:19:43,150]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:19:45,117]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:19:45,117]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:31:21,983]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:31:21,983]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:31:21,985]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:31:21,985]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:43:53,308]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:43:53,309]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:44:33,862]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:44:33,862]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:46:35,154]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:46:35,161]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Toyota\', \'Hilux\', \'2018\', \'\', \'23450...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:46:35,252]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:46:35,265]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ... kmage, price) VALUES (\'Toyota\', \'Hilux\', \'2018\', \'\', \'25910...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:46:37,852]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:46:37,853]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:46:38,201]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:46:38,201]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:46:38,204]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:46:38,205]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:47:18,868]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:47:18,869]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:47:42,600]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:47:42,600]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:47:42,773]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:47:42,773]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:53,879]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:53,886]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ..., kmage, price) VALUES (\'Toyota\', \'C-HR\', \'2018\', \'\', \'23278...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:53,888]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:53,888]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:53,889]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:53,890]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:53,891]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:53,892]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:54,331]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:54,332]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:55,602]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:55,602]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:49:55,605]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:49:55,605]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:50:44,423]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:50:44,424]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:53:23,070]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:53:23,070]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:53:44,700]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:53:44,701]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:54:08,142]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:54:08,142]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:54:08,362]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:54:08,362]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:56:41,795]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:56:41,802]  Updating error: (<class 'psycopg2.DataError'>, DataError('invalid input syntax for integer: ""\nLINE 1: ...ce) VALUES (\'Volvo\', \'V40 Cross Country\', \'2018\', \'\', \'15016...\n                                                             ^\n',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:56:42,167]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:56:42,167]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
dbtools.py[LINE:131]# ERROR    [2018-10-05 02:56:42,170]  DB Updater internal error: (<class 'ValueError'>, ValueError("invalid literal for int() with base 10: ''",))
dbtools.py[LINE:140]# ERROR    [2018-10-05 02:56:42,170]  Updating error: (<class 'TypeError'>, TypeError('sequence item 2: expected str instance, NoneType found',))
